Type,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_fire,Type_death,Impunity_for_murder,Taken_captive,Threatened,Tortured
Motive Confirmed,14-Jun-01,Fadila Nejma,Male,Algeria,Echourouk,Algeria,Print,Print Reporter,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,14-Jun-01,Adel Zerrouk,Male,Algeria,Al-Rai,Algeria,Print,Print Reporter,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,11-Jun-01,Milan Pantic,Male,Yugoslavia,Vecernje Novosti,Yugoslavia,Print,Print Reporter,"Business, Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,30-May-01,Candelario Cayona,Male,Philippines,Radio DXLL,Philippines,Radio,Columnist,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,2-May-01,Kaset Puengpak,Male,Thailand,Thai Rath,Thailand,Print,Print Reporter,"Corruption, Crime",Yes,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,27-Apr-01,Flavio Bedoya,Male,Colombia,Voz,Colombia,Print,Print Reporter,"Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
Motive Confirmed,21-Apr-01,Nahar Ali,Male,Bangladesh,Anirban,Bangladesh,Print,Print Reporter,"Business, Corruption, Crime",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
Motive Confirmed,10-Apr-01,Withayut Sangsopit,Male,Thailand,Freelancer,Thailand,Radio,Broadcast,"Business, Corruption",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,29-Mar-01,Kerem Lawton,Male,Yugoslavia,Associated Press Television News,United Kingdom,Television,Producer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,19-Feb-01,José Luis Ortega Mata,Male,Mexico,Semanario de Ojinaga,Mexico,Print,Editor,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,15-Jan-01,Feng Zhaoxia,Male,China,Gejie Daobao,China,Print,Print Reporter,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
"
Motive Confirmed,5-Jan-01,Salvador Medina Velázquez,Male,Paraguay,FM Ñemity,Paraguay,Radio,Producer,"Corruption, Crime",No,Local,Criminal Group,Murder,Partial,No,No,"No
"
Motive Confirmed,3-Jan-01,Roland Ureta,Male,Philippines,Radio DYKR,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,13-Dec-00,Alfredo Abad López,Male,Colombia,La Voz de la Selva,Colombia,Radio,Producer,"Corruption, Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,22-Nov-00,Carlos Cardoso,Male,Mozambique,Metical,Mozambique,Print,Editor,"Business, Corruption, Crime",No,Local,Criminal Group,Murder,No,No,Yes,"No
"
Motive Confirmed,17-Nov-00,Olimpio Jalapit Jr.,Male,Philippines,DXPR Radio,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,15-Nov-00,Gustavo Rafael Ruiz Cantillo,Male,Colombia,Radio Galeón,Colombia,Radio,Broadcast,"Crime, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,31-Oct-00,Juan Camilo Restrepo Guerra,Male,Colombia,Radio Galaxia Estéreo,Colombia,Radio,Producer,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,19-Oct-00,Mylvaganam Nimalarajan,Male,Sri Lanka,"BBC, Virakesari, Ravaya",Sri Lanka,Radio,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,16-Sep-00,Georgy Gongadze,Male,Ukraine,Ukrainska Pravda,Ukraine,Internet,Editor,Corruption,No,Local,Government Officials,Murder,Partial,Yes,No,"Yes
"
Motive Confirmed,10-Aug-00,Pradeep Bhatia,Male,India,The Hindustan Times,India,Print,Photographer,War,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,16-Jul-00,Shamsur Rahman,Male,Bangladesh,Janakantha,Bangladesh,Radio,Print Reporter,Crime,Yes,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,16-Jul-00,Igor Domnikov,Male,Russia,Novaya Gazeta,Russia,Print,Editor,Business,No,Local,Criminal Group,Murder,Partial,No,No,"No
"
Motive Confirmed,24-May-00,Kurt Schork,Male,Sierra Leone,Reuters,United States,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,24-May-00,Miguel Gil Moreno de Mora,Male,Sierra Leone,The Associated Press,Spain,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,23-May-00,Vincent Rodriguez,Male,Philippines,DZMM Radio,Philippines,Radio,Broadcast,"Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,12-May-00,Aleksandr Yefremov,Male,Russia,Nashe Vremya,Russia,Print,Photographer,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,8-May-00,Saoman Conteh,Male,Sierra Leone,New Tablet,Sierra Leone,Print,Print Reporter,Human Rights,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,7-May-00,José Luis López de la Calle,Male,Spain,El Mundo,Spain,Print,Print Reporter,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,2-May-00,Sufi Mohammad Khan,Male,Pakistan,Ummat,Pakistan,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,27-Apr-00,Roberto Martínez,Male,Guatemala,Prensa Libre,Guatemala,Print,Photographer,Human Rights,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,3-Apr-00,Jean Léopold Dominique,Male,Haiti,Radio Haïti Inter,Haiti,Radio,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,13-Mar-00,Zezinho Cazuza,Male,Brazil,Rádio Xingó FM,Brazil,Radio,Broadcast,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,24-Feb-00,Julio César Da Rosa,Male,Uruguay,Radio del Centro,Uruguay,Radio,,Corruption,No,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,20-Feb-00,Vladimir Yatsina,Male,Russia,ITAR-TASS,Russia,Print,Photographer,War,No,Local,Political Group,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,26-Jan-00,Ahmed Kafi Awale,Male,Somalia,Radio of the Somali People,Somalia,Radio,Broadcast,,No,Local,Criminal Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,15-Jan-00,Mir Illias Hossain,Male,Bangladesh,Dainik Bir Darpan,Bangladesh,Print,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,18-Dec-99,Anura Priyantha,Male,Sri Lanka,Independent Television Network,Sri Lanka,Television,Technician,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,18-Dec-99,Indika Pathinivasan,Male,Sri Lanka,Maharaja Television Network,Sri Lanka,Television,Technician,Politics,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,4-Dec-99,Pablo Emilio Medina Motta,Male,Colombia,TV Garzón,Colombia,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,5-Nov-99,Samson Boyi,Male,Nigeria,The Scope,Nigeria,Print,Photographer,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,29-Oct-99,Shamil Gigayev,Male,Russia,Nokh Cho TV,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,29-Oct-99,Ramzan Mezhidov,Male,Russia,TV Tsentr,Russia,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,27-Oct-99,Supian Ependiyev,Male,Russia,Groznensky Rabochy,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,21-Oct-99,Rodolfo Julio Torres,Male,Colombia,Emisora Fuentes,Colombia,Radio,Broadcast,"Crime, Politics",No,Local,Paramilitary Group,Murder,Yes,Yes,Yes,"No
"
Motive Confirmed,21-Oct-99,Ahmet Taner Kislali,Male,Turkey,Cumhuriyet,Turkey,Print,Columnist,Politics,No,Local,Political Group,Murder,Partial,No,No,"No
"
Motive Confirmed,2-Oct-99,U Tha Win,Male,Myanmar,Kyemon,Burma,Print,Print Reporter,Corruption,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"Yes
"
Motive Confirmed,27-Sep-99,U Hla Han,Male,Myanmar,Kyemon,Burma,Print,Print Reporter,Corruption,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"Yes
"
Motive Confirmed,25-Sep-99,Agus Muliawan,Male,East Timor,Asia Press International,East Timor,Print,Print Reporter,War,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,21-Sep-99,Sander Thoenes,Male,East Timor,Freelancer,The Netherlands,Print,Print Reporter,War,Yes,Foreign,Military Officials,Murder,Yes,No,No,"Yes
"
Motive Confirmed,16-Sep-99,Guzmán Quintero Torres,Male,Colombia,El Pilón,Colombia,Print,Editor,"Corruption, Crime, Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
Motive Confirmed,13-Aug-99,Jaime Garzón,Male,Colombia,"Radionet, Caracol Noticias",Colombia,Television,Columnist,Politics,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,13-Jun-99,Gabriel Gruener,Male,Yugoslavia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,13-Jun-99,Volker Kraemer,Male,Yugoslavia,Stern,Germany,Print,Photographer,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,27-May-99,Sam Nimfa-Jan,Male,Nigeria,Details,Nigeria,Print,Print Reporter,Human Rights,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,13-May-99,Ricardo Gangeme,Male,Argentina,El Informador Chubutense,Argentina,Print,Editor,"Business, Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,8-May-99,Shao Yunhuan,Male,Yugoslavia,Xinhua News Agency,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,8-May-99,Xu Xinghu,Male,Yugoslavia,The Guangming Daily,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,8-May-99,Zhu Ying,Male,Yugoslavia,The Guangming Daily,China,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,30-Apr-99,Conrad Roy,Male,Sierra Leone,Expo Times,Sierra Leone,Print,Editor,Politics,No,Local,Military Officials,Dangerous Assignment,,Yes,No,"No
"
Motive Confirmed,18-Apr-99,Fidelis Ikwuebe,Male,Nigeria,Freelancer,Nigeria,Print,Print Reporter,Human Rights,Yes,Local,Military Officials,Murder,Yes,Yes,No,"No
"
Motive Confirmed,11-Apr-99,Hernando Rangel Moreno,Male,Colombia,Freelancer,Colombia,Radio,Print Reporter,Corruption,Yes,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,11-Apr-99,Slavko Curuvija,Male,Yugoslavia,"Dnevni Telegraf, Evropljanin",Yugoslavia,Print,Publisher,"Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,28-Feb-99,Ilan Roeh,Male,Lebanon,Israel Radio,Israel,Radio,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,3-Feb-99,Abdulai Jumah Jalloh,Male,Sierra Leone,African Champion,Sierra Leone,Print,Editor,War,No,Local,Military Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,17-Jan-99,Alpha Amadu Bah,Male,Sierra Leone,Independent Observer,Sierra Leone,Print,Print Reporter,"Culture, Sports",No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,10-Jan-99,Myles Tierney,Male,Sierra Leone,Associated Press Television News,United States,Television,Producer,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,9-Jan-99,"Jenner \J.C.\"" Cole""",Male,Sierra Leone,SKY-FM,Sierra Leone,Radio,Columnist,War,No,Local,Political Group,Murder,Yes,,Yes,"No
"
Motive Confirmed,9-Jan-99,Paul Mansaray,Male,Sierra Leone,Standard Times,Sierra Leone,Print,Editor,,No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,9-Jan-99,Mabay Kamara,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,9-Jan-99,Mohammed Kamara,Male,Sierra Leone,SKY-FM,Sierra Leone,Radio,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,8-Jan-99,James Ogogo,Male,Sierra Leone,Concord Times,Nigeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed," January, 1999",Munir Turay,Male,Sierra Leone,freelance,Sierra Leone,Radio,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,15-Dec-98,Philip True,Male,Mexico,San Antonio Express-News,United States,Print,Print Reporter,Culture,No,Foreign,Local Residents,Murder,Yes,,No,"No
"
Motive Confirmed,13-Dec-98,Norbert Zongo,Male,Burkina Faso,L'indepéndent,Burkina Faso,Print,Editor,,No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,18-Nov-98,Tara Singh Hayer,Male,Canada,Indo-Canadian Times,India,Print,Editor,Politics,No,Foreign,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,2-Sep-98,Okezie Amaruben,Male,Nigeria,Newsservice,Nigeria,Print,Publisher,"Business, Politics",No,Local,Military Officials,Murder,Partial,Yes,No,"No
"
Motive Confirmed,30-Aug-98,Saiful Alam Mukul,Male,Bangladesh,Daily Runner,Bangladesh,Print,Editor,"Corruption, Crime, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,29-Aug-98,Fabien Fortuné Bitoumbo,Male,Republic of Congo,Radio Liberté,"Congo, Rep.",Radio,Broadcast,Politics,No,Local,Paramilitary Group,Murder,Yes,,No,"No
"
Motive Confirmed,24-Aug-98,Anatoly Levin-Utkin,Male,Russia,Yurichichesky Peterburg Segodnya,Russia,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"Yes
"
Motive Confirmed,11-Aug-98,Amparo Leonor Jiménez Pallares,Female,Colombia,"\QAP\"" and \""En Vivo\""""",Colombia,Television,Broadcast,Human Rights,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,8-Aug-98,Mahmoud Saremi,Male,Afghanistan,Iranian News Agency (IRNA),Iran,Print,Editor,Politics,No,Foreign,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,8-Jun-98,Larisa Yudina,Female,Russia,Sovietskaya Kalmykia Segodnya,Russia,Print,Editor,Corruption,No,Local,Government Officials,Murder,No,Yes,No,"No
"
Motive Confirmed,5-Jun-98,Simao Roberto,Male,Angola,Journal de Angola,Angola,Print,Print Reporter,"Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,26-May-98,Georgy Chanya,Male,Georgia,Resonants,Georgia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,19-May-98,Bernabé Cortés Valderrama,Male,Colombia,Noticias CVN,Colombia,Television,Broadcast,"Corruption, Crime",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,16-Apr-98,Nelson Carvajal Carvajal,Male,Colombia,Radio Sur,Colombia,Radio,Broadcast,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,"No
"
Motive Confirmed,13-Apr-98,Edward Smith,Male,Sierra Leone,BBC,Sierra Leone,Radio,Broadcast,War,No,Local,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,30-Mar-98,Rey Bancayrin,Male,Philippines,Radio DXLL,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,10-Mar-98,José Carlos Mesquita,Male,Brazil,TV Ouro Verde,Brazil,Television,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,26-Feb-98,Tunde Oladepo,Male,Nigeria,The Guardian,Nigeria,Print,Print Reporter,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,22-Feb-98,Oscar García Calderón,Male,Colombia,El Espectador,Colombia,Print,Print Reporter,"Crime, Sports",No,Local,Criminal Group,Murder,Yes,,No,"No
"
Motive Confirmed,12-Feb-98,Luis Mario García Rodríguez,Male,Mexico,La Tarde,Mexico,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,9-Feb-98,Abay Hailu,Male,Ethiopia,Agiere,Ethiopia,Print,Print Reporter,"Human Rights, Politics",No,Local,Government Officials,Dangerous Assignment,,Yes,No,"No
"
Motive Confirmed,January 28 1998,Wilson Ndayambadje,Male,Rwanda,National Rwanda Radio and TV,Rwanda,Television,Broadcast,,No,Local,Military Officials,Murder,No,No,No,"Yes
"
Motive Confirmed,14-Jan-98,Manoel Leal de Oliveira,Male,Brazil,A Regiao,Brazil,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,10-Jan-98,Sayomchai Vijitwittayapong,Male,Thailand,Matichon,Thailand,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,20-Nov-97,Jairo Elías Márquez Gallego,Male,Colombia,El Marqués,Colombia,Print,Editor,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,19-Nov-97,S. Gangadhara Raju,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,19-Nov-97,S. Krishna,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,19-Nov-97,G. Raja Sekhar,Male,India,Eenadu Television (E-TV),India,Television,Technician,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,19-Nov-97,Jagadish Babu,Male,India,Eenadu Television (E-TV),India,Television,Producer,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,19-Nov-97,P. Srinivas Rao,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,8-Nov-97,Francisco Castro Menco,Male,Colombia,Fundación Cultural,Colombia,Radio,Publisher,"Human Rights, Politics",No,Local,"Paramilitary Group, Political Group",Murder,Yes,No,No,"No
"
Motive Confirmed,29-Oct-97,Edgar Lopes de Faria,Male,Brazil,FM Capital,Brazil,Television,Columnist,"Crime, Human Rights",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,11-Aug-97,Borys Derevyanko,Male,Ukraine,Vechernyaya Odessa,Ukraine,Print,Editor,Politics,No,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,26-Jul-97,Víctor Hernández Martínez,Male,Mexico,Como,Mexico,Print,Print Reporter,Crime,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,25-Jul-97,Naimullah,Male,Indonesia,Sinar Pagi,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,15-Jul-97,Benjamín Flores González,Male,Mexico,La Prensa,Mexico,Print,Editor,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,7-Jul-97,Michael Senior,Male,Cambodia,Freelancer,Canada,Television,Broadcast,Politics,No,Local,Military Officials,Murder,Yes,No,No,"Yes
"
Motive Confirmed,11-Jun-97,Muhammad Sayuti Bochari,Male,Indonesia,Pos Makasar,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"Yes
"
Motive Confirmed,5-Jun-97,Jorge Luis Marroquín Sagastume,Male,Guatemala,Sol Chortí,Guatemala,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,3-Jun-97,Ishmael Jalloh,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,3-Jun-97,Danny Hernandez,Male,Philippines,People's Journal Tonight ,Philippines,Print,Columnist,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,22-May-97,Jesús Abel Bueno León,Male,Mexico,7 Días,Mexico,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,Yes ,Yes,"No
"
Motive Confirmed,30-Mar-97,Chet Duong Daravuth,Male,Cambodia,Neak Prayuth,Cambodia,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,20-Mar-97,Gerardo Bedoya Borrero,Male,Colombia,El País,Colombia,Print,Columnist,"Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,18-Mar-97,Freddy Elles Ahumada,Male,Colombia,Freelancer,Colombia,Print,Photographer,Human Rights,Yes,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,16-Mar-97,Saidan Shafi,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,22-Feb-97,Ebrahim Zalzadeh,Male,Iran,Mayar,Iran,Print,Publisher,"Business, Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,25-Jan-97,José Luis Cabezas,Male,Argentina,Noticias,Argentina,Print,Photographer,Crime,No,Local,Criminal Group,Murder,No,Yes,No,"No
"
