State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
Colorado,2006,13.0,26.7,39.7,231.2,2.1,4.8
Connecticut,2006,24.0,8.2,32.2,222.9,3.8,3.5
Delaware,2006,4.2,1.9,6.1,55.1,2.5,0.9
District of Columbia,2006,0.0,8,8,88.5,0.3,0.6
Florida,2006,29.3,90.5,119.8,744.5,3.5,18.1
Georgia,2006,10.5,31.6,42.1,402.1,1.1,9.3
Hawaii,2006,5.8,3.7,9.5,62.4,2.7,1.3
Missouri,2006,17.7,16.3,33.9,231.8,0.7,5.9
Idaho,2006,2.5,2,4.4,51,4.0,1.5
Indiana,2006,17.3,17,34.3,255.1,2.0,6.3
Iowa,2006,6.6,7.2,13.8,126.9,1.4,3.0
Kansas,2006,5.7,14.2,19.9,112.7,5.4,2.8
Kentucky,2006,9.8,22.7,32.4,151,2.7,4.2
Louisiana,2006,11.7,13,24.7,205.8,-0.9,4.2
Maine,2006,5.0,2.5,7.5,47.9,1.2,1.3
Maryland,2006,16.4,14.3,30.7,279.5,1.9,5.6
Massachusetts,2006,63.8,21.6,85.4,361.3,1.8,6.5
Michigan,2006,27.3,41.8,69.1,395.5,-1.7,10.1
Minnesota,2006,7.4,29.2,36.6,249.7,0.0,5.1
Illinois,2006,53.6,57.1,110.8,621.9,2.7,12.7
Alabama,2006,6.4,15.9,22.3,163.9,1.9,4.6
Arizona,2007,9.5,29.6,39.1,262.3,2.7,6.4
Alaska,2007,6.6,3.4,9.9,49,5.4,0.7
New Hampshire,2007,7.7,2.6,10.3,60.7,-0.4,1.3
New Jersey,2007,51.4,34.3,85.7,480.5,0.5,8.6
New Mexico,2007,7.3,4.9,12.2,80.6,0.7,2.0
New York,2007,110.1,153.2,263.3,"1,108.90",0.2,19.4
North Carolina,2007,19.2,30.9,50.1,396.3,0.9,9.1
North Dakota,2007,1.8,1.9,3.7,28.7,4.6,0.6
Ohio,2007,26.1,40.9,67,491,0.0,11.5
Oklahoma,2007,8.7,7.9,16.6,144.9,1.8,3.6
Oregon,2007,11.2,18.4,29.7,161.5,1.9,3.7
Pennsylvania,2007,37.1,74.1,111.2,560.8,3.4,12.5
Rhode Island,2007,8.4,2.1,10.5,47.8,-2.7,1.1
South Carolina,2007,15.0,18.9,33.9,159.4,2.8,4.4
South Dakota,2007,3.2,1.6,4.8,34.7,4.4,0.8
Tennessee,2007,4.1,30.8,35,244.3,-1.0,6.2
Texas,2007,24.3,162.4,186.7,"1,178.60",5.3,23.8
All states combined,2007,937.1,"1,471.50","2,408.60","14,451.90",1.9,301.6
Utah,2007,5.9,10,15.9,114.7,4.9,2.7
Vermont,2007,3.1,1.1,4.2,24.7,-1.2,0.6
Virginia,2007,19.4,31,50.4,392.9,0.8,7.7
Washington,2007,21.1,40.3,61.4,346.4,6.0,6.5
West Virginia,2007,5.6,3.4,9,58.6,0.1,1.8
Nevada,2007,4.1,17.9,22.1,131.6,-0.6,2.6
Nebraska,2007,2.3,9.3,11.6,83.1,2.2,1.8
Montana,2007,4.5,1.7,6.2,36.1,5.1,1.0
Missouri,2007,18.7,20.2,38.9,240.2,0.4,5.9
Arkansas,2007,4.5,7.6,12.1,96.9,-0.7,2.8
California,2007,114.7,215.8,330.5,"1,955.90",1.5,36.2
Colorado,2007,14.9,31.4,46.3,246,3.3,4.8
Connecticut,2007,23.8,8.7,32.5,237.5,3.8,3.5
Delaware,2007,5.4,2,7.4,56.3,-0.4,0.9
District of Columbia,2007,0.0,8.9,8.9,94,2.7,0.6
Florida,2007,37.4,97.4,134.9,768.7,0.2,18.3
Georgia,2007,10.4,36.2,46.5,415.1,0.5,9.5
Hawaii,2007,6.2,4.2,10.4,65.2,1.1,1.3
Idaho,2007,2.8,2.3,5.1,53.9,1.9,1.5
Wisconsin,2007,21.5,20,41.5,243.8,0.5,5.6
Illinois,2007,54.5,62.2,116.7,647.9,1.2,12.8
Iowa,2007,6.7,8.1,14.9,137,4.4,3.0
Kansas,2007,5.9,15.3,21.2,122.5,5.3,2.8
Kentucky,2007,11.6,26.3,38,154.5,-0.8,4.3
Louisiana,2007,14.0,13.7,27.7,206.6,-3.6,4.4
Maine,2007,5.3,2.7,8,49.1,-0.5,1.3
Maryland,2007,20.9,14,34.9,287.9,0.1,5.6
Massachusetts,2007,68.4,20.8,89.3,379.9,2.6,6.5
Michigan,2007,29.3,44.1,73.4,403.7,-0.5,10.1
Minnesota,2007,8.9,29.8,38.7,258.8,0.4,5.2
Mississippi,2007,5.9,6.6,12.5,91.1,2.5,2.9
Indiana,2007,19.2,22.1,41.2,269.1,2.8,6.3
Wyoming,2007,1.2,1,2.2,36.6,7.5,0.5
Alabama,2007,7.1,17.3,24.4,169.7,0.6,4.6
Nebraska,2008,2.7,10.8,13.5,85.2,0.2,1.8
New York,2008,114.2,158.9,273.2,"1,099.20",-2.3,19.5
North Carolina,2008,19.6,31.7,51.3,413.4,2.4,9.2
North Dakota,2008,2,2.1,4,31.7,7.9,0.6
Ohio,2008,27.3,42.6,69.9,495.7,-0.8,11.5
Oklahoma,2008,9.1,7.9,17,159.7,3.8,3.6
Oregon,2008,11.6,18.5,30.1,165.2,1.7,3.8
Pennsylvania,2008,40.1,79.2,119.3,582.2,1.9,12.6
Rhode Island,2008,8.9,2.6,11.5,47.1,-3.1,1.1
South Carolina,2008,15.2,19.7,34.9,161.8,-0.3,4.5
South Dakota,2008,3.4,1.9,5.4,36.7,4.2,0.8
Tennessee,2008,4.4,31.2,35.5,251.6,1.2,6.2
Texas,2008,33.6,182.8,216.4,"1,237.40",0.1,24.3
All states combined,2008,"1,006.40","1,558.00","2,564.40","14,712.80",-0.1,304.4
Utah,2008,5.9,10.9,16.8,116,-0.8,2.7
Vermont,2008,3.4,1.3,4.7,25.7,2.4,0.6
Virginia,2008,21.3,32.9,54.2,399,-0.3,7.8
Washington,2008,23.5,41.1,64.6,355.7,1.1,6.6
West Virginia,2008,6.4,3.4,9.8,62.1,2.1,1.8
Wisconsin,2008,22.1,20,42.1,244.8,-1.2,5.6
Wyoming,2008,1.3,1,2.3,42.5,5.7,0.5
Arizona,2008,10.5,33,43.5,259.4,-2.6,6.5
New Mexico,2008,7.8,6.4,14.2,83.7,-0.6,2.0
New Jersey,2008,52.8,35.2,88,495.1,1.2,8.7
New Hampshire,2008,7.9,2.7,10.6,60.9,-1.0,1.3
Nevada,2008,4.2,20.6,24.9,129.4,-3.8,2.6
Connecticut,2008,27.6,9.1,36.6,240.9,-0.5,3.5
Delaware,2008,5.7,2.2,7.9,54.8,-4.2,0.9
District of Columbia,2008,0,9.6,9.6,99.5,3.7,0.6
Florida,2008,44.1,102.4,146.5,750.5,-3.9,18.4
Georgia,2008,12,37.5,49.5,412.9,-2.1,9.7
Hawaii,2008,6.3,4.4,10.7,66.9,0.7,1.3
Idaho,2008,3.4,2.3,5.7,55.5,1.7,1.5
Illinois,2008,58.4,65.5,123.9,646.4,-1.9,12.8
Indiana,2008,19.9,26.5,46.4,272.8,-0.4,6.4
Iowa,2008,7.2,8.2,15.5,136.6,-2.0,3.0
Alaska,2008,6.5,3.5,10,54.8,-0.4,0.7
Kansas,2008,5.8,19.6,25.4,127.7,2.2,2.8
Louisiana,2008,16.4,16.8,33.2,215.1,0.3,4.5
Maine,2008,5.3,2.7,8,50,-0.1,1.3
Maryland,2008,23.1,17.4,40.5,296.4,1.2,5.7
Massachusetts,2008,71.9,20.8,92.7,388.6,1.1,6.5
Michigan,2008,30,46.2,76.2,386.1,-5.5,10.0
Minnesota,2008,9.5,32.1,41.7,264.7,0.9,5.2
Mississippi,2008,6.3,7,13.3,96.8,4.2,2.9
Missouri,2008,19.7,21.6,41.3,250.6,2.4,6.0
Montana,2008,4.9,1.6,6.5,36.9,-0.5,1.0
Arkansas,2008,4.4,8.6,13,99,-0.3,2.9
Kentucky,2008,12.2,24.9,37.1,158.1,0.2,4.3
Colorado,2008,15.9,31.8,47.7,255.6,1.2,4.9
Alabama,2008,8.5,18.5,27,172.7,-0.3,4.7
California,2008,121.9,219.1,341,"1,990.70",0.4,36.6
New Hampshire,2009,8.4,2.6,11,61.9,-0.9,1.3
New Jersey,2009,56.9,35.7,92.6,486.5,-4.1,8.7
New Mexico,2009,8,8.2,16.2,82,2.0,2.0
New York,2009,122.7,174.7,297.3,"1,152.80",4.1,19.5
North Carolina,2009,19.9,31.7,51.6,406.5,-4.4,9.4
North Dakota,2009,1.9,2.2,4.1,32,2.6,0.6
Ohio,2009,29.1,46.5,75.6,480.3,-5.2,11.5
Oklahoma,2009,9.9,8.4,18.3,145.7,-1.3,3.7
Oregon,2009,12.7,20.6,33.3,160.6,-4.2,3.8
Pennsylvania,2009,41.9,77.4,119.3,577.4,-2.9,12.6
Rhode Island,2009,9.2,2.6,11.7,47.9,-0.5,1.1
South Carolina,2009,15.3,24.9,40.2,159.8,-4.4,4.6
South Dakota,2009,3.6,1.9,5.6,36.2,0.2,0.8
Tennessee,2009,4.8,31.7,36.5,250.5,-3.3,6.3
Texas,2009,30.4,200.7,231.2,"1,163.40",-0.3,24.8
All states combined,2009,"1,048.70","1,664.60","2,713.20","14,448.90",-2.5,307.0
Utah,2009,6.3,11.8,18.1,113.3,-2.2,2.8
Vermont,2009,3.4,1,4.4,25.9,-1.6,0.6
Virginia,2009,23.5,35.2,58.7,408.9,-0.1,7.9
Washington,2009,24.6,42.1,66.7,353.6,-2.5,6.7
West Virginia,2009,6.5,3.4,9.9,63,-0.5,1.8
Nevada,2009,4.4,21.5,25.9,121.1,-8.4,2.6
Nebraska,2009,2.5,11.1,13.6,86.8,0.5,1.8
Arizona,2009,12.3,36.3,48.6,243.9,-8.1,6.6
Missouri,2009,19.2,23.4,42.6,251.8,-2.0,6.0
Arkansas,2009,4.1,8.8,13,97.1,-3.1,2.9
California,2009,134.8,240.1,374.8,"1,920.10",-4.0,37.0
Colorado,2009,17.2,33.1,50.3,248.6,-2.0,5.0
Connecticut,2009,28.4,9.7,38.1,236.4,-4.5,3.5
Delaware,2009,6,2.2,8.2,56.9,3.0,0.9
District of Columbia,2009,0,9.8,9.8,100.9,-0.4,0.6
Florida,2009,39.8,108.6,148.4,724.6,-5.6,18.5
Georgia,2009,13.5,40.1,53.6,407,-3.9,9.8
Hawaii,2009,6.9,4.6,11.5,65.7,-3.6,1.3
Idaho,2009,3.5,2.4,5.9,53.8,-4.4,1.5
Alaska,2009,6.6,3.5,10.1,49.6,9.7,0.7
Illinois,2009,57,71.3,128.3,644.7,-2.4,12.9
Iowa,2009,6.4,9.1,15.5,136.3,-2.4,3.0
Kansas,2009,5.9,20.9,26.7,124.3,-3.9,2.8
Kentucky,2009,13.4,25.9,39.3,155.8,-4.1,4.3
Louisiana,2009,17.5,17,34.5,206.9,1.4,4.5
Maine,2009,5.3,2.6,7.9,50.6,-1.6,1.3
Maryland,2009,23.5,17.4,40.9,302.5,-0.3,5.7
Massachusetts,2009,74.6,23,97.6,391.3,-1.1,6.6
Michigan,2009,31.7,48.4,80.1,365.6,-8.8,10.0
Minnesota,2009,10.5,33.3,43.8,260,-3.6,5.3
Mississippi,2009,6.2,7.3,13.4,93.2,-4.7,3.0
Indiana,2009,23.7,27.5,51.2,261.2,-7.0,6.4
Montana,2009,4.5,1.6,6.1,36,-2.1,1.0
Wisconsin,2009,20.9,20.3,41.2,245.5,-2.8,5.7
Wyoming,2009,1.3,0.9,2.3,36,-2.9,0.5
Alabama,2009,8.2,19.4,27.6,168.3,-3.9,4.7
West Virginia,2010,7.1,3.6,10.7,65.3,1.3,1.9
Nebraska,2010,2.4,11.9,14.3,91.8,4.0,1.8
Nevada,2010,4.4,24.2,28.7,123.6,1.2,2.7
New Hampshire,2010,8.3,2.6,11,64.2,3.1,1.3
New Jersey,2010,61,37.1,98.1,495.1,1.1,8.8
New Mexico,2010,8.7,9,17.7,84,-0.8,2.1
New York,2010,129.5,186.5,316.1,"1,214.00",3.8,19.4
North Carolina,2010,18.9,33.4,52.2,415.2,1.5,9.6
North Dakota,2010,2.2,2.3,4.5,35.4,7.6,0.7
Ohio,2010,30,46.7,76.7,497.2,2.3,11.5
Oklahoma,2010,10,8.9,18.8,152.9,0.0,3.8
Wisconsin,2010,22.3,20.8,43.1,254.4,3.0,5.7
Oregon,2010,13.5,20.6,34.1,163.8,1.4,3.8
Rhode Island,2010,9.5,2.7,12.2,49.6,2.5,1.1
South Carolina,2010,15.8,25.7,41.4,163.9,2.0,4.6
South Dakota,2010,3.5,2,5.5,37.5,1.0,0.8
Tennessee,2010,5.8,31.7,37.5,255.9,1.4,6.4
Texas,2010,42,211.6,253.6,"1,237.20",2.4,25.2
All states combined,2010,"1,115.50","1,728.70","2,844.20","14,992.10",2.6,309.3
Utah,2010,6.5,12.8,19.3,118,2.1,2.8
Vermont,2010,3.5,1.1,4.6,27.1,4.1,0.6
Virginia,2010,25,37,62,422.9,2.7,8.0
Washington,2010,27.5,43.6,71.1,365.6,2.3,6.7
Montana,2010,4.2,1.6,5.7,38.1,3.1,1.0
Pennsylvania,2010,44.7,78.9,123.6,599.3,2.8,12.7
Missouri,2010,20.4,24.2,44.6,258.5,1.7,6.0
Minnesota,2010,11.6,33.7,45.3,271.8,3.4,5.3
Alabama,2010,8.8,20.2,29,174.8,2.4,4.8
Alaska,2010,6.4,3.7,10.1,52.9,-3.0,0.7
Arizona,2010,14,35,49,248.2,0.9,6.4
Arkansas,2010,4.2,9.5,13.7,101.7,3.3,2.9
California,2010,148.9,256.7,405.7,"1,974.60",1.6,37.3
Colorado,2010,16.7,33.7,50.4,255.1,0.9,5.0
Connecticut,2010,30.4,10.7,41.1,237.7,-0.2,3.6
Delaware,2010,5.5,2.3,7.8,57.4,-0.6,0.9
District of Columbia,2010,0,10.3,10.3,106.1,3.4,0.6
Florida,2010,41.3,109.5,150.9,737.8,1.0,18.8
Georgia,2010,13.8,38.7,52.5,416.9,1.6,9.7
Hawaii,2010,7.7,4.9,12.6,68.2,2.8,1.4
Idaho,2010,3.9,2.3,6.1,55.2,1.4,1.6
Illinois,2010,61.4,74.8,136.1,662.6,1.8,12.8
Indiana,2010,23.6,27.5,51.2,280.1,6.4,6.5
Iowa,2010,7.4,9.8,17.2,141.5,2.7,3.1
Kansas,2010,6.5,21.3,27.8,127.7,1.3,2.9
Kentucky,2010,14.4,27.5,41.9,164.6,4.3,4.3
Louisiana,2010,17.5,18.2,35.7,225.7,3.6,4.5
Maine,2010,6,2.9,8.9,51.7,1.3,1.3
Maryland,2010,24.5,18.1,42.5,316.5,3.9,5.8
Massachusetts,2010,73.9,23.5,97.4,409.8,4.0,6.6
Michigan,2010,32.1,45.2,77.3,386.6,5.5,9.9
Mississippi,2010,6.5,7.4,13.9,95.2,0.5,3.0
Wyoming,2010,1.5,1,2.5,37.4,-3.8,0.6
Montana,2011,4,1.7,5.7,40.6,2.3,1.0
Alaska,2011,6.4,3.7,10.1,56.3,0.9,0.7
New Hampshire,2011,8.5,2.8,11.2,65.4,0.6,1.3
New Jersey,2011,64,38.3,102.3,499.1,-1.1,8.8
New Mexico,2011,8.1,9.3,17.4,86.6,0.2,2.1
New York,2011,134.9,199.7,334.7,"1,236.10",0.0,19.5
North Carolina,2011,18.6,32.8,51.3,427.2,1.3,9.7
North Dakota,2011,2.1,2.4,4.4,41.2,11.3,0.7
Ohio,2011,32.2,46.9,79.1,525.4,3.4,11.5
Oklahoma,2011,10.3,9.1,19.3,165,3.7,3.8
Oregon,2011,14.3,20.8,35.1,170.6,2.9,3.9
Pennsylvania,2011,45.3,79.6,124.9,619,1.4,12.7
Nevada,2011,4.2,24.1,28.3,126.7,0.7,2.7
Rhode Island,2011,9.2,2.8,11.9,50.2,-0.4,1.1
South Dakota,2011,3.5,2.2,5.7,41.5,6.6,0.8
Tennessee,2011,5.9,31.4,37.3,267.7,3.0,6.4
Texas,2011,38.5,222,260.6,"1,331.20",3.2,25.6
All states combined,2011,"1,139.70","1,783.50","2,923.10","15,542.60",1.6,311.6
Utah,2011,7.2,12.9,20.1,124.5,3.0,2.8
Vermont,2011,3.5,1.1,4.6,28.1,2.2,0.6
Virginia,2011,26.5,37.4,63.9,432.4,1.0,8.1
Washington,2011,28.2,45.9,74.1,379.5,1.7,6.8
West Virginia,2011,7.4,3.6,11,68.5,1.8,1.9
Wisconsin,2011,22.9,21.3,44.2,263.9,2.1,5.7
South Carolina,2011,15.3,25.8,41.1,170.1,2.3,4.7
Wyoming,2011,1.4,1,2.3,39.4,-1.0,0.6
Nebraska,2011,2.3,12.6,14.9,99.6,4.6,1.8
Missouri,2011,20.7,25.6,46.3,260.1,-1.1,6.0
Arkansas,2011,3.7,9.8,13.6,106.1,2.2,2.9
California,2011,149.7,271.1,420.7,"2,050.10",1.6,37.6
Colorado,2011,16.3,35.3,51.6,264.4,1.5,5.1
Connecticut,2011,30.5,10.9,41.5,236.5,-2.2,3.6
Delaware,2011,5.8,2.5,8.3,60.4,3.3,0.9
District of Columbia,2011,0,11.3,11.3,110.1,1.9,0.6
Florida,2011,43.5,108.6,152,746.8,-0.3,19.1
Georgia,2011,13.4,40.9,54.3,429.6,1.6,9.8
Hawaii,2011,7.9,5.5,13.4,70.5,1.5,1.4
Idaho,2011,3.9,2.2,6.2,56.5,-0.2,1.6
Alabama,2011,9.1,20.6,29.7,181.4,1.5,4.8
Illinois,2011,64.8,80.6,145.4,688.3,1.7,12.9
Iowa,2011,7.6,10.8,18.4,147.2,1.1,3.1
Kansas,2011,6.9,20.2,27.1,135.3,2.7,2.9
Kentucky,2011,14.8,27.7,42.4,169.9,1.2,4.4
Louisiana,2011,18.4,20.4,38.8,229,-5.4,4.6
Maine,2011,5.9,3.1,9,51.9,-1.3,1.3
Maryland,2011,25.3,19.4,44.6,328.1,2.2,5.8
Massachusetts,2011,79.9,18.3,98.2,425.6,2.4,6.6
Michigan,2011,31,42.9,73.9,401.1,2.6,9.9
Minnesota,2011,12.9,33.9,46.8,283.8,2.0,5.3
Mississippi,2011,6.8,7.4,14.2,96.4,-1.3,3.0
Indiana,2011,22.1,27.5,49.7,288.7,0.5,6.5
Arizona,2011,14.2,36.1,50.3,257.9,2.2,6.5
Rhode Island,2012,9.2,2.7,11.9,51.6,0.7,1.1
Arkansas,2012,3.7,10.3,14,108.7,0.4,3.0
New Jersey,2012,64.9,38.1,103,519.7,1.7,8.8
New Mexico,2012,7.6,8.9,16.5,87.6,0.5,2.1
New York,2012,135.9,204.6,340.5,"1,322.50",4.2,19.6
North Carolina,2012,18.3,32.5,50.8,439.6,0.1,9.7
North Dakota,2012,2.1,2.9,4.9,51.3,22.4,0.7
Ohio,2012,33.6,47.6,81.2,540.8,0.4,11.5
Oklahoma,2012,10,8.9,18.8,173.5,5.0,3.8
Oregon,2012,13.8,20.7,34.5,174.5,0.4,3.9
Pennsylvania,2012,46.2,83.3,129.5,641.3,1.6,12.8
South Carolina,2012,14.9,26.1,41,175.4,0.7,4.7
South Dakota,2012,3.6,2.2,5.9,43.4,1.5,0.8
Tennessee,2012,6.2,30.9,37,283.7,3.2,6.5
Texas,2012,45.6,225.2,270.8,"1,411.40",5.0,26.1
All states combined,2012,"1,148.90","1,800.90","2,949.80","16,197.00",2.2,313.8
Utah,2012,7.1,12.7,19.7,128.7,1.3,2.9
Vermont,2012,3.4,1.2,4.6,28.9,0.5,0.6
Virginia,2012,27.8,37.5,65.3,445,0.8,8.2
Washington,2012,29.1,47,76.1,400.9,3.4,6.9
West Virginia,2012,7.3,3.6,10.9,69.4,-0.4,1.9
Wisconsin,2012,23,20.6,43.6,274.3,1.5,5.7
Wyoming,2012,1.3,1.1,2.4,38.4,-2.4,0.6
New Hampshire,2012,8,2.8,10.8,67.7,1.3,1.3
Nevada,2012,3.9,24.8,28.7,128,-1.3,2.7
Nebraska,2012,2.1,13,15.1,102.3,-0.1,1.9
Montana,2012,4,1.8,5.8,42,1.3,1.0
California,2012,153.5,266.6,420.1,"2,144.50",2.5,37.9
Colorado,2012,16,35.4,51.4,273.5,1.8,5.2
Connecticut,2012,32,10.9,42.8,243.8,0.7,3.6
Delaware,2012,5.8,2.4,8.2,62,-0.1,0.9
District of Columbia,2012,0,11.6,11.6,112.7,0.6,0.6
Florida,2012,38.2,108.8,146.9,769.3,0.7,19.3
Georgia,2012,13.4,42.4,55.8,444.1,1.0,9.9
Hawaii,2012,8.4,5.6,14,73.6,2.1,1.4
Idaho,2012,3.9,2.3,6.2,57.8,-0.1,1.6
Illinois,2012,64.3,81.9,146.2,720.7,1.9,12.9
Arizona,2012,14.5,35,49.5,268.3,1.9,6.6
Indiana,2012,22.5,27.4,49.9,297.6,0.4,6.5
Kansas,2012,6.9,19.9,26.7,140.5,1.4,2.9
Kentucky,2012,15.1,27.5,42.6,176.3,1.2,4.4
Louisiana,2012,18.7,20.5,39.3,233.6,-0.2,4.6
Maine,2012,5.6,3,8.6,52.9,-0.4,1.3
Maryland,2012,25.8,20.4,46.2,334.8,0.2,5.9
Massachusetts,2012,79.5,16.4,95.9,444.3,2.2,6.7
Michigan,2012,30.8,46.3,77.1,418.9,1.8,9.9
Minnesota,2012,13.2,35.1,48.4,294.3,1.3,5.4
Mississippi,2012,7.2,7.4,14.6,99.6,0.9,3.0
Missouri,2012,20.4,25.8,46.2,268.8,0.8,6.0
Iowa,2012,6.2,12,18.2,157.3,4.0,3.1
Alaska,2012,5.9,3.6,9.5,57.7,5.5,0.7
Alabama,2012,8.7,21.6,30.3,186.3,0.7,4.8
Alabama,2013,9.1,22.6,31.6,191.5,1.0,4.8
Michigan,2013,30.4,46.3,76.7,432.7,1.3,9.9
Massachusetts,2013,76.2,19.2,95.4,454.3,0.1,6.7
Maryland,2013,26.1,23,49,341.3,0.0,5.9
Maine,2013,5.4,3,8.4,53.7,-0.7,1.3
Louisiana,2013,18.6,21.6,40.2,229,-3.0,4.6
Kentucky,2013,15,26.1,41.1,182.4,1.8,4.4
Kansas,2013,6.8,19.3,26.2,143.2,0.0,2.9
Iowa,2013,6.7,11.8,18.5,160.3,-0.4,3.1
Indiana,2013,22.6,27.3,49.9,308.7,2.1,6.6
Illinois,2013,63.7,85,148.7,739.6,0.5,12.9
Wyoming,2013,1,1,2,38.9,0.2,0.6
Hawaii,2013,8.3,6.1,14.4,75.8,0.9,1.4
Georgia,2013,13.3,41.7,55,460.6,1.5,10.0
Florida,2013,37.9,108.5,146.4,800.7,1.9,19.5
District of Columbia,2013,0,12.4,12.4,114.9,-0.1,0.7
Delaware,2013,5.8,2.6,8.3,60.7,-4.5,0.9
Connecticut,2013,32.4,11,43.3,246.6,-1.1,3.6
Colorado,2013,16.3,37.1,53.4,288.3,3.3,5.3
California,2013,152.2,268.3,420.5,"2,262.80",3.6,38.3
Arkansas,2013,3.9,10,14,114.3,2.8,3.0
Arizona,2013,14.2,35,49.2,275.2,0.7,6.6
Alaska,2013,6.2,3.5,9.7,56.6,-5.1,0.7
Wisconsin,2013,23.2,21.2,44.4,282.4,0.7,5.7
Minnesota,2013,13.7,34.5,48.1,306.2,2.2,5.4
Mississippi,2013,7.1,7.2,14.3,101.6,0.0,3.0
Idaho,2013,3.6,2.3,6,61,3.6,1.6
Montana,2013,3.5,1.7,5.3,43.1,1.0,1.0
Missouri,2013,19.3,26.3,45.6,277.9,1.2,6.0
Washington,2013,30.5,47,77.5,419.3,2.6,7.0
Virginia,2013,28,37.1,65.1,455.1,0.4,8.3
Vermont,2013,3.3,1.2,4.5,29.1,-1.3,0.6
Utah,2013,7,12.7,19.8,134.3,2.5,2.9
All states combined,2013,"1,137.90","1,829.60","2,967.60","16,784.90",1.8,316.0
Texas,2013,39.6,226.6,266.2,"1,502.30",4.3,26.5
Tennessee,2013,6.2,39.6,45.8,292.8,1.1,6.5
South Dakota,2013,3.4,2.4,5.9,44.8,0.4,0.8
South Carolina,2013,14.7,27.4,42.1,183,2.0,4.8
Rhode Island,2013,9.6,2.7,12.3,53.2,0.9,1.1
Pennsylvania,2013,47,83,130.1,663.9,1.6,12.8
West Virginia,2013,7.4,3.5,10.8,71,1.1,1.9
Oklahoma,2013,9.5,9.3,18.8,182.6,2.4,3.9
Ohio,2013,33.1,49.7,82.8,561,1.8,11.6
North Dakota,2013,1.8,2.8,4.7,53.9,2.3,0.7
North Carolina,2013,19.1,32.5,51.5,455.5,1.3,9.8
New York,2013,136,210.4,346.4,"1,355.60",-0.2,19.6
New Mexico,2013,7.2,9.1,16.4,88.4,-1.3,2.1
New Jersey,2013,64.3,35,99.3,533.7,0.7,8.9
New Hampshire,2013,8.8,2.7,11.4,70.2,1.6,1.3
Nevada,2013,3.6,24.7,28.3,130.6,0.2,2.8
Nebraska,2013,1.8,13.1,14.9,107.6,2.7,1.9
Oregon,2013,13.6,21.2,34.8,179.4,0.8,3.9
Missouri,2014,19,28,47.1,284.7,0.3,6.1
Kansas,2014,6.8,19.3,26.1,148.3,1.9,2.9
Kentucky,2014,14.8,27.2,42,186.7,0.2,4.4
Louisiana,2014,19,21.6,40.6,237.9,2.3,4.6
Maine,2014,5.5,3,8.4,55.9,1.7,1.3
Mississippi,2014,7.2,7.1,14.4,103.7,-0.2,3.0
Massachusetts,2014,74.4,17.2,91.5,473.5,1.9,6.8
Michigan,2014,31.5,45.1,76.6,449,1.5,9.9
Minnesota,2014,15.8,33.6,49.4,319.3,2.5,5.5
Iowa,2014,6.3,12.5,18.8,171.5,5.2,3.1
Maryland,2014,26.4,23.5,49.9,352.5,1.1,6.0
Indiana,2014,21.1,28,49.1,325,3.0,6.6
District of Columbia,2014,0,13.1,13.1,120,2.0,0.7
Idaho,2014,3.6,2.6,6.2,63.6,2.6,1.6
Hawaii,2014,8.4,5.9,14.3,78,0.3,1.4
Georgia,2014,13.4,43.3,56.7,484.9,2.9,10.1
Florida,2014,36.3,118.4,154.8,839.7,2.6,19.8
Delaware,2014,5.1,2.5,7.6,67.2,7.7,0.9
Connecticut,2014,33.2,11.3,44.6,249,-1.5,3.6
Colorado,2014,16.9,37.9,54.8,306.4,4.4,5.4
California,2014,156.8,267.8,424.6,"2,396.60",4.0,38.6
Arkansas,2014,4.5,11.5,16,117.3,0.8,3.0
Arizona,2014,14.3,33.7,48,284.6,1.2,6.7
Illinois,2014,65.8,83.4,149.2,765.9,1.3,12.9
Montana,2014,3.4,1.9,5.3,44.5,1.6,1.0
Alaska,2014,6,3.1,9.2,55.5,-2.8,0.7
Nevada,2014,3.5,24.4,27.9,135,1.1,2.8
Wyoming,2014,0.9,1.1,2,39.4,0.1,0.6
Wisconsin,2014,22.4,21.4,43.8,293.5,1.8,5.8
West Virginia,2014,7.4,3.5,10.9,72,-0.4,1.8
Washington,2014,31.6,48.7,80.3,442.4,3.5,7.1
Virginia,2014,27.7,37.6,65.3,463.8,-0.2,8.3
Vermont,2014,3.3,1.3,4.6,29.7,0.0,0.6
Utah,2014,7.3,12.9,20.2,141.3,3.0,2.9
All states combined,2014,"1,148.80","1,840.50","2,989.30","17,527.30",2.5,318.3
Texas,2014,41.9,227,268.9,"1,565.40",2.7,27.0
Tennessee,2014,6,39.4,45.5,304.2,1.6,6.5
South Dakota,2014,3.2,2.5,5.7,46.1,1.1,0.8
South Carolina,2014,15.1,27.7,42.8,192,2.4,4.8
Rhode Island,2014,9.4,2.7,12.1,54.6,0.2,1.1
Pennsylvania,2014,47.6,79.9,127.4,690.7,2.1,12.8
Oregon,2014,14.6,21.2,35.7,189.3,3.5,4.0
Oklahoma,2014,9,9.7,18.7,195.7,5.9,3.9
Ohio,2014,33.7,52.1,85.8,593,3.6,11.6
North Dakota,2014,1.9,3.5,5.4,58.5,7.2,0.7
North Carolina,2014,17.9,32.3,50.1,475.2,1.9,9.9
New York,2014,136.4,209,345.4,"1,427.80",2.2,19.7
